Country Name;Country Code;Series Name;Series Code;2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020];2021 [YR2021];2022 [YR2022];2023 [YR2023];
Brazil;BRA;Total debt service (% of exports of goods, services and primary income);DT.TDS.DECT.EX.ZS;22.94844221;39.7792836;51.05497558;34.7679517;33.30944369;53.47027741;50.35327305;46.72530006;29.91640401;53.80445274;
Brazil;BRA;Urban population growth (annual %);SP.URB.GROW;1.137888414;1.116370829;1.078598167;1.038079352;0.984230272;0.946124107;0.865727194;0.705193508;0.632380457;0.661693385;
China;CHN;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;12.049;10.887;10.747;10.236;8.691;8.277;6.737;5.996;5.463;..;
China;CHN;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;8.643491396;8.387014882;8.057287535;7.463565017;7.043020253;7.143690278;7.698642534;7.241017469;7.321762465;7.12013561;
China;CHN;Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;21.09566639;21.03878559;21.4732127;21.1959188;21.07824665;21.40566675;20.20974795;20.20974795;..;..;
China;CHN;Births attended by skilled health staff (% of total);SH.STA.BRTC.ZS;99.9;99.9;99.9;..;..;..;..;..;..;..;
China;CHN;Contraceptive prevalence, any method (% of married women ages 15-49);SP.DYN.CONU.ZS;..;..;..;84.5;..;..;..;..;..;..;
China;CHN;Domestic credit provided by financial sector (% of GDP);FS.AST.DOMS.GD.ZS;..;..;..;..;..;..;..;..;..;..;
China;CHN;Electric power consumption (kWh per capita);EG.USE.ELEC.KH.PC;3905.317598;..;..;..;..;..;..;..;..;..;
China;CHN;Energy use (kg of oil equivalent per capita);EG.USE.PCAP.KG.OE;2224.354898;..;..;..;..;..;..;..;..;..;
China;CHN;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;23.51006091;21.35407988;19.58438005;19.69227699;19.11210354;18.40999232;18.5861392;19.94397383;20.79148307;19.74307232;
China;CHN;External debt stocks, total (DOD, current US$);DT.DOD.DECT.CD;1.77838E+12;1.33377E+12;1.4139E+12;1.71082E+12;1.96156E+12;2.11416E+12;2.32623E+12;2.72435E+12;2.44805E+12;2.42021E+12;
China;CHN;Fertility rate, total (births per woman);SP.DYN.TFRT.IN;1.769;1.67;1.772;1.813;1.554;1.496;1.281;1.164;1.175;..;
China;CHN;Foreign direct investment, net inflows (BoP, current US$);BX.KLT.DINV.CD.WD;2.68097E+11;2.42489E+11;1.7475E+11;1.66084E+11;2.35365E+11;1.8717E+11;2.53096E+11;3.44075E+11;1.90204E+11;42727679407;
China;CHN;Forest area (sq. km);AG.LND.FRST.K2;2083574.76;2102942.5;2124598.67;2143394.7;2162190.4;2180986.1;2199781.8;2218577.5;2237373.2;..;
China;CHN;GDP (current US$);NY.GDP.MKTP.CD;1.04756E+13;1.10616E+13;1.12333E+13;1.23105E+13;1.38949E+13;1.428E+13;1.46877E+13;1.78205E+13;1.78818E+13;1.77948E+13;
China;CHN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7.425763656;7.041328879;6.848762205;6.947200793;6.749773832;5.950500754;2.238638356;8.448469417;2.95066993;5.249557864;
China;CHN;GNI per capita, Atlas method (current US$);NY.GNP.PCAP.CD;7470;7890;8210;8670;9540;10310;10520;11950;12860;13390;
China;CHN;GNI per capita, PPP (current international $);NY.GNP.PCAP.PP.CD;12720;13140;13810;14730;15940;17210;17750;20260;22320;24360;
China;CHN;GNI, Atlas method (current US$);NY.GNP.ATLS.CD;1.02466E+13;1.08832E+13;1.13879E+13;1.21049E+13;1.33855E+13;1.45129E+13;1.48438E+13;1.68836E+13;1.81583E+13;1.88831E+13;
China;CHN;GNI, PPP (current international $);NY.GNP.MKTP.PP.CD;1.74454E+13;1.81295E+13;1.91698E+13;2.05677E+13;2.23552E+13;2.42327E+13;2.50445E+13;2.86209E+13;3.15152E+13;3.43689E+13;
China;CHN;Gross capital formation (% of GDP);NE.GDI.TOTL.ZS;45.82395276;43.23480666;42.63137693;43.01329739;43.79347517;43.25110564;43.36667423;43.14029907;43.14625252;42.07895156;
China;CHN;High-technology exports (% of manufactured exports);TX.VAL.TECH.MF.ZS;29.70372718;30.43126727;30.25452323;30.91186398;31.54814786;30.8186303;31.27661542;30.21907328;27.76506126;26.56821365;
China;CHN;Immunization, measles (% of children ages 12-23 months);SH.IMM.MEAS;99;99;99;99;99;99;99;99;99;97;
China;CHN;Imports of goods and services (% of GDP);NE.IMP.GNFS.ZS;21.39515505;18.11008945;17.31003496;17.94013625;18.45368057;17.48010372;16.1681565;17.35801703;17.55999902;17.57369904;
China;CHN;Income share held by lowest 20%;SI.DST.FRST.20;6.2;6.4;6.5;6.4;6.5;6.7;7.2;7.4;..;..;
China;CHN;Industry (including construction), value added (% of GDP);NV.IND.TOTL.ZS;43.08556811;40.84133997;39.5806215;39.85169845;39.68701182;38.58740546;37.84282172;39.290772;39.32766985;38.28299079;
China;CHN;Inflation, GDP deflator (annual %);NY.GDP.DEFL.KD.ZG;1.031063688;-0.002944094;1.407346027;4.232681975;3.499747636;1.286700408;0.492493918;4.552326579;1.823677107;-0.582393794;
China;CHN;Life expectancy at birth, total (years);SP.DYN.LE00.IN;76.717;76.977;77.218;77.248;77.744;77.968;78.077;78.211;78.587;..;
China;CHN;Merchandise trade (% of GDP);TG.VAL.TOTL.GD.ZS;41.06223755;35.73663652;32.80917001;33.36290883;33.26717275;32.05779479;31.69932665;33.64354324;34.95703482;33.35707992;
China;CHN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1.738409288;1.776771069;1.76888659;1.711242644;1.673578209;1.682911012;1.756699471;1.605259718;1.623146278;1.665339145;
China;CHN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;92.84598562;92.70071605;97.36386675;104.2265872;116.3882038;122.8132903;120.5961882;121.5382526;124.8775379;..;
China;CHN;Mortality rate, under-5 (per 1,000 live births);SH.DYN.MORT;11.5;10.7;9.9;9.2;8.6;8;7.5;7;6.6;..;
China;CHN;Net barter terms of trade index (2015 = 100);TT.PRI.MRCH.XD.WD;89.64191541;100;99.77792394;94.33775439;91.45233993;92.66805986;98.50193544;90.22324273;..;..;
China;CHN;Net migration;SM.POP.NETM;-371108;-646941;-153056;-94625;-198206;-656091;-91577;-379749;-293846;-567724;
China;CHN;Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;-947070007.3;-306290008.5;-791429992.7;-989940002.4;-705270019.5;-608580017.1;-572500000;-564140014.6;-282320007.3;..;
China;CHN;Personal remittances, received (current US$);BX.TRF.PWKR.CD.DT;29910500593;33104675862;26883278894;28675983092;24305605211;18294313104;18876250770;22479899033;26093633202;29110273775;
China;CHN;Population density (people per sq. km of land area);EN.POP.DNST;146.1258167;146.9779493;147.8226414;148.7200435;149.4171945;149.9481797;150.3055428;150.4397537;150.4200481;..;
China;CHN;Population growth (annual %);SP.POP.GROW;0.63032639;0.581456147;0.573050906;0.605245013;0.467672053;0.35474089;0.23804087;0.0892522;-0.013099501;-0.103794532;
China;CHN;Population, total;SP.POP.TOTL;1371860000;1379860000;1387790000;1396215000;1402760000;1407745000;1411100000;1412360000;1412175000;1410710000;
China;CHN;Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population);SI.POV.DDAY;1.7;0.6;0.1;0;0;0;0;0;..;..;
China;CHN;Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;7.2;5.7;4.5;3.1;1.7;0.6;0;..;..;..;
China;CHN;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;..;..;..;..;..;..;..;..;..;..;
China;CHN;Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;..;..;..;..;..;..;..;..;..;..;
China;CHN;Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;..;..;..;..;..;..;..;..;..;..;
China;CHN;Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;15.81817803;16.04302306;15.62992643;15.88317205;16.53589554;16.10057039;14.08608684;14.9369704;15.01247334;..;
China;CHN;School enrollment, primary (% gross);SE.PRM.ENRR;97.94850159;97.15444183;97.39061737;97.92211914;98.17035675;98.2354126;99.02442932;99.43039703;100.17173;99.32386017;
China;CHN;School enrollment, primary and secondary (gross), gender parity index (GPI);SE.ENR.PRSC.FM.ZS;1.00948;1.01157999;1.010139942;1.013219953;1.014310002;1.015290022;1.012869954;1.011610031;..;..;
China;CHN;School enrollment, secondary (% gross);SE.SEC.ENRR;..;..;..;..;..;..;..;..;..;..;
China;CHN;Surface area (sq. km);AG.SRF.TOTL.K2;9562911;9562911;9562910;9562910;9562910;9562910;9562910;9562910;9562910;..;
China;CHN;Tax revenue (% of GDP);GC.TAX.TOTL.GD.ZS;9.678618827;9.376920447;9.122915561;9.419317653;9.052685732;8.49286377;8.090626216;7.965128046;7.700873217;..;
China;CHN;Terrestrial and marine protected areas (% of total territorial area);ER.PTD.TOTL.ZS;..;..;15.93928031;14.58764165;14.58764165;14.73639573;14.74651143;14.74651143;14.74651143;..;
China;CHN;Time required to start a business (days);IC.REG.DURS;31.3;31.4;28.9;24.9;8.6;8.6;..;..;..;..;
China;CHN;Total debt service (% of exports of goods, services and primary income);DT.TDS.DECT.EX.ZS;3.019717453;4.902748896;6.918755436;7.58735987;8.252718966;9.495168722;9.194780342;8.687544516;10.74521171;10.27619121;
China;CHN;Urban population growth (annual %);SP.URB.GROW;2.953497442;2.842870548;2.775641769;2.73966382;2.503400504;2.290177234;2.078140058;1.838530282;1.649480857;1.472761965;
France;FRA;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;8.843;8.176;7.557;7.122;6.397;6.127;5.616;4.94;3.979;..;
France;FRA;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;1.461546001;1.50360116;1.337984726;1.434960065;1.531101705;1.408284855;1.460434266;1.463345415;1.763097195;1.740502752;
France;FRA;Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;13.6485;14.058;13.218;13.473;13.46146216;13.10604307;12.33577599;12.33577599;..;..;
France;FRA;Births attended by skilled health staff (% of total);SH.STA.BRTC.ZS;98.3;97.7;97.4;98;98.1;97.6;98.2;..;..;..;
France;FRA;Contraceptive prevalence, any method (% of married women ages 15-49);SP.DYN.CONU.ZS;..;..;..;..;..;..;..;..;..;..;
France;FRA;Domestic credit provided by financial sector (% of GDP);FS.AST.DOMS.GD.ZS;..;..;..;..;..;..;..;..;..;..;
France;FRA;Electric power consumption (kWh per capita);EG.USE.ELEC.KH.PC;6939.943525;..;..;..;..;..;..;..;..;..;
France;FRA;Energy use (kg of oil equivalent per capita);EG.USE.PCAP.KG.OE;3659.087795;3692.017833;..;..;..;..;..;..;..;..;
France;FRA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;30.7418129;31.69349473;31.49821007;32.31183404;32.91798189;32.88955939;28.55722282;31.28804993;36.50366889;34.28003058;
France;FRA;External debt stocks, total (DOD, current US$);DT.DOD.DECT.CD;..;..;..;..;..;..;..;..;..;..;
France;FRA;Fertility rate, total (births per woman);SP.DYN.TFRT.IN;2;1.96;1.92;1.89;1.87;1.86;1.83;1.84;1.794;..;
France;FRA;Foreign direct investment, net inflows (BoP, current US$);BX.KLT.DINV.CD.WD;5063648998;43133325471;35623357280;43733253504;77493098693;53499337504;19368829836;98012545019;1.09575E+11;8803377982;
France;FRA;Forest area (sq. km);AG.LND.FRST.K2;167526;168360;169194;170028;170862;171696;172530;173364;174198;..;
France;FRA;GDP (current US$);NY.GDP.MKTP.CD;2.86124E+12;2.44248E+12;2.47041E+12;2.58887E+12;2.78158E+12;2.72279E+12;2.64793E+12;2.96643E+12;2.7963E+12;3.05183E+12;
France;FRA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0.997832938;1.066754735;0.860031082;2.083614851;1.645908729;2.027446476;-7.44064593;6.882337866;2.570840474;0.936487503;
France;FRA;GNI per capita, Atlas method (current US$);NY.GNP.PCAP.CD;43350;41130;39100;38300;41130;42470;39200;43800;45180;45180;
France;FRA;GNI per capita, PPP (current international $);NY.GNP.PCAP.PP.CD;41010;41740;43830;45580;47620;52340;49860;53500;56780;58920;
France;FRA;GNI, Atlas method (current US$);NY.GNP.ATLS.CD;2.87447E+12;2.73738E+12;2.60901E+12;2.56302E+12;2.76189E+12;2.86171E+12;2.65017E+12;2.97154E+12;3.07498E+12;3.0854E+12;
France;FRA;GNI, PPP (current international $);NY.GNP.MKTP.PP.CD;2.71973E+12;2.77795E+12;2.92469E+12;3.05043E+12;3.19784E+12;3.52705E+12;3.37036E+12;3.6294E+12;3.86449E+12;4.0232E+12;
France;FRA;Gross capital formation (% of GDP);NE.GDI.TOTL.ZS;21.83647082;21.71654186;21.59786062;22.1813992;22.61157389;23.02507336;22.80441821;23.44748458;24.18912532;23.15336445;
France;FRA;High-technology exports (% of manufactured exports);TX.VAL.TECH.MF.ZS;27.47027367;28.21169085;27.93318016;26.0180219;25.93478493;26.92659764;23.22883572;21.92471324;22.98318344;23.6797082;
France;FRA;Immunization, measles (% of children ages 12-23 months);SH.IMM.MEAS;91;91;90;90;90;92;94;94;95;95;
France;FRA;Imports of goods and services (% of GDP);NE.IMP.GNFS.ZS;31.45745404;31.81119247;31.84454637;33.08401411;33.88427889;33.53941778;30.2816679;32.5004327;39.28647472;36.27952421;
France;FRA;Income share held by lowest 20%;SI.DST.FRST.20;8;7.9;8;8.1;8;7.8;8;7.7;..;..;
France;FRA;Industry (including construction), value added (% of GDP);NV.IND.TOTL.ZS;17.34161953;17.23644155;16.94335724;16.74830326;16.72528326;16.90700396;16.27265121;16.08772896;16.19809184;18.47019258;
France;FRA;Inflation, GDP deflator (annual %);NY.GDP.DEFL.KD.ZG;0.570795064;1.134440103;0.517258226;0.586343167;1.114593308;1.210523071;2.977978716;1.22181611;3.220632171;5.303571753;
France;FRA;Life expectancy at birth, total (years);SP.DYN.LE00.IN;82.7195122;82.32195122;82.57317073;82.57560976;82.67560976;82.82682927;82.17560976;82.32439024;82.22926829;..;
France;FRA;Merchandise trade (% of GDP);TG.VAL.TOTL.GD.ZS;43.96736063;44.09536527;43.26557251;44.5998736;45.24998975;45.01292489;40.40649088;43.82713841;51.62807491;47.01199747;
France;FRA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1.862961439;1.872258281;1.917282368;1.908642012;1.843008723;1.836461471;1.996477743;1.914406115;1.932423538;2.056386738;
France;FRA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;102.8881154;104.4996731;105.5973124;107.5983841;109.5588076;111.8637727;112.8271405;116.6934991;118.8472962;..;
France;FRA;Mortality rate, under-5 (per 1,000 live births);SH.DYN.MORT;4.1;4.2;4.2;4.2;4.3;4.2;4.2;4.1;4.1;..;
France;FRA;Net barter terms of trade index (2015 = 100);TT.PRI.MRCH.XD.WD;97.5754041;100;99.53970939;97.71172774;96.71726607;96.90559749;97.98853365;96.39559174;..;..;
France;FRA;Net migration;SM.POP.NETM;52342;-345;15548;102984;132925;71972;145593;131465;179377;91862;
France;FRA;Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;..;..;..;..;..;..;..;..;..;..;
France;FRA;Personal remittances, received (current US$);BX.TRF.PWKR.CD.DT;27976008592;25447506168;25592759188;26805186001;28387547436;28763750644;29983731185;32646501628;33408248744;36909109077;
France;FRA;Population density (people per sq. km of land area);EN.POP.DNST;121.1053224;121.5367021;121.857823;122.2119706;122.6508802;123.0594459;123.4594937;123.9009108;124.3067206;..;
France;FRA;Population growth (annual %);SP.POP.GROW;0.474847846;0.35556924;0.263868789;0.290202116;0.358494582;0.332559129;0.324557781;0.356902332;0.326992499;0.326319201;
France;FRA;Population, total;SP.POP.TOTL;66312067;66548272;66724104;66918020;67158348;67382061;67601110;67842811;68065015;68287487;
France;FRA;Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population);SI.POV.DDAY;0;0.1;0.1;0;0;0.1;0.1;0.1;..;..;
France;FRA;Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;..;..;..;..;..;..;..;15.6;..;..;
France;FRA;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;..;
France;FRA;Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;..;..;..;..;..;..;..;..;..;..;
France;FRA;Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;..;..;..;..;..;..;..;..;..;..;
France;FRA;Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;44.22033538;43.9775732;43.90319789;44.46902611;44.16376959;43.05633057;42.82650186;42.53135129;43.29584795;..;
France;FRA;School enrollment, primary (% gross);SE.PRM.ENRR;101.2803497;101.9896393;102.2604294;102.4172211;102.4644089;102.4476471;102.6516266;102.5804062;102.7205811;..;
France;FRA;School enrollment, primary and secondary (gross), gender parity index (GPI);SE.ENR.PRSC.FM.ZS;1.006850004;1.003419995;1.002500057;1.001940012;1.000800014;0.998740017;0.997049987;..;..;..;
France;FRA;School enrollment, secondary (% gross);SE.SEC.ENRR;103.425827;103.3960419;103.3080978;103.7560806;103.7733307;104.0768967;104.5665665;104.5228424;104.2562485;..;
France;FRA;Surface area (sq. km);AG.SRF.TOTL.K2;549087;549087;549087;549087;549087;549087;549086.87;549087.37;549087.37;..;
France;FRA;Tax revenue (% of GDP);GC.TAX.TOTL.GD.ZS;23.11874206;23.1664227;23.08869822;23.68667884;24.25235722;24.56937461;24.65461191;23.90612217;24.46860872;..;
France;FRA;Terrestrial and marine protected areas (% of total territorial area);ER.PTD.TOTL.ZS;..;..;26.08071835;33.20749968;33.20749968;35.03873619;36.16829082;36.39336762;36.64810158;..;
France;FRA;Time required to start a business (days);IC.REG.DURS;4.5;4;3.5;3.5;3.5;4;..;..;..;..;
France;FRA;Total debt service (% of exports of goods, services and primary income);DT.TDS.DECT.EX.ZS;..;..;..;..;..;..;..;..;..;..;
France;FRA;Urban population growth (annual %);SP.URB.GROW;0.801602267;0.683771062;0.592247249;0.618752779;0.687212829;0.661441007;0.653594576;0.686091869;0.655100354;0.65457759;
Germany;DEU;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;7.895;8.115;9.23;8.317;7.665;7.126;6.544;6.241;5.577;..;
Germany;DEU;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;0.915391753;0.708829582;0.730325302;0.860523969;0.743078811;0.833691667;0.728891878;0.742181337;1.003958167;0.841992092;
Germany;DEU;Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;29.25989907;27.88168692;22.84392523;25.93308785;25.15993832;24.10520467;24.10520467;24.10520467;..;..;
Germany;DEU;Births attended by skilled health staff (% of total);SH.STA.BRTC.ZS;96.9;97.1;96.2;97.1;96.2;96.2;..;..;..;..;
Germany;DEU;Contraceptive prevalence, any method (% of married women ages 15-49);SP.DYN.CONU.ZS;..;..;..;..;..;..;..;..;..;..;
Germany;DEU;Domestic credit provided by financial sector (% of GDP);FS.AST.DOMS.GD.ZS;..;..;..;..;..;..;..;..;..;..;
Germany;DEU;Electric power consumption (kWh per capita);EG.USE.ELEC.KH.PC;7035.482975;..;..;..;..;..;..;..;..;..;
Germany;DEU;Energy use (kg of oil equivalent per capita);EG.USE.PCAP.KG.OE;3779.461921;3817.549415;..;..;..;..;..;..;..;..;
Germany;DEU;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;41.6838907;42.60444315;41.6238177;42.32598143;42.60739173;42.38630449;39.16918385;42.65758365;45.78051772;43.40234856;
Germany;DEU;External debt stocks, total (DOD, current US$);DT.DOD.DECT.CD;..;..;..;..;..;..;..;..;..;..;
Germany;DEU;Fertility rate, total (births per woman);SP.DYN.TFRT.IN;1.47;1.5;1.6;1.57;1.57;1.54;1.53;1.58;1.455;..;
Germany;DEU;Foreign direct investment, net inflows (BoP, current US$);BX.KLT.DINV.CD.WD;17356720098;62418993509;58132711371;1.08787E+11;1.62251E+11;75463438451;1.76781E+11;1.02149E+11;62728998896;19515498092;
Germany;DEU;Forest area (sq. km);AG.LND.FRST.K2;114170;114190;114190;114190;114190;114190;114190;114190;114190;..;
Germany;DEU;GDP (current US$);NY.GDP.MKTP.CD;3.9658E+12;3.42357E+12;3.53778E+12;3.76309E+12;4.05201E+12;3.95721E+12;3.94014E+12;4.3483E+12;4.1636E+12;4.5257E+12;
Germany;DEU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.169498929;1.652719772;2.294710677;2.716024519;1.116443109;0.987893349;-4.095137491;3.669999862;1.369731055;-0.26643841;
Germany;DEU;GNI per capita, Atlas method (current US$);NY.GNP.PCAP.CD;47630;45830;44330;43780;47540;49470;48020;52140;53800;54800;
Germany;DEU;GNI per capita, PPP (current international $);NY.GNP.PCAP.PP.CD;47950;48710;51830;54340;57060;60430;59560;63840;68790;70710;
Germany;DEU;GNI, Atlas method (current US$);NY.GNP.ATLS.CD;3.85725E+12;3.74369E+12;3.65016E+12;3.61881E+12;3.94167E+12;4.11049E+12;3.99354E+12;4.33783E+12;4.50804E+12;4.56353E+12;
Germany;DEU;GNI, PPP (current international $);NY.GNP.MKTP.PP.CD;3.88339E+12;3.97878E+12;4.2685E+12;4.49125E+12;4.73033E+12;5.02146E+12;4.95294E+12;5.3112E+12;5.76469E+12;5.88898E+12;
Germany;DEU;Gross capital formation (% of GDP);NE.GDI.TOTL.ZS;20.15821545;19.46179897;19.7348652;20.51328236;21.47053595;21.30007242;21.66673431;22.46138949;23.02105543;21.67254005;
Germany;DEU;High-technology exports (% of manufactured exports);TX.VAL.TECH.MF.ZS;17.20971497;17.82437528;18.08270142;15.85057879;15.74743356;16.38693996;15.50319599;15.38510482;17.48252552;17.8508979;
Germany;DEU;Immunization, measles (% of children ages 12-23 months);SH.IMM.MEAS;97;97;97;97;97;97;97;97;97;97;
Germany;DEU;Imports of goods and services (% of GDP);NE.IMP.GNFS.ZS;35.14644057;35.18691362;34.36076981;35.24065552;36.62026796;36.74744263;33.82407338;37.4990344;43.28360965;39.39675789;
Germany;DEU;Income share held by lowest 20%;SI.DST.FRST.20;8.2;8.1;8;8;8;7.9;7.8;..;..;..;
Germany;DEU;Industry (including construction), value added (% of GDP);NV.IND.TOTL.ZS;26.01463233;25.91528527;26.2157748;26.11757042;25.9385392;25.63105395;25.37746187;25.30665368;25.68688746;26.843115;
Germany;DEU;Inflation, GDP deflator (annual %);NY.GDP.DEFL.KD.ZG;1.900824873;1.685397783;1.256258624;1.467989194;1.865334231;2.015976124;1.755045971;2.802929388;6.091856622;6.14291653;
Germany;DEU;Life expectancy at birth, total (years);SP.DYN.LE00.IN;81.0902439;80.64146341;80.9902439;80.99268293;80.89268293;81.29268293;81.04146341;80.7902439;80.70560976;..;
Germany;DEU;Merchandise trade (% of GDP);TG.VAL.TOTL.GD.ZS;68.11756852;69.44035249;67.54739484;69.38703112;70.20942915;68.82099607;64.8279846;70.33221719;78.26027597;70.59469793;
Germany;DEU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1.149941997;1.137338427;1.151230373;1.153403721;1.170548545;1.26184145;1.374271755;1.321027243;1.377138421;1.519651921;
Germany;DEU;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;121.5873792;117.4073504;125.6749823;132.7695384;129.6794748;128.9265144;128.8867207;127.5648538;125.2251369;..;
Germany;DEU;Mortality rate, under-5 (per 1,000 live births);SH.DYN.MORT;4;3.9;3.9;3.9;3.8;3.7;3.7;3.6;3.6;..;
Germany;DEU;Net barter terms of trade index (2015 = 100);TT.PRI.MRCH.XD.WD;97.1519132;100;102.3007401;100.234451;99.1337394;100.1989858;101.8980375;98.83209487;..;..;
Germany;DEU;Net migration;SM.POP.NETM;592338;1175283;517480;452988;403908;319082;203468;310264;981552;609553;
Germany;DEU;Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;..;..;..;..;..;..;..;..;..;..;
Germany;DEU;Personal remittances, received (current US$);BX.TRF.PWKR.CD.DT;16266121336;14887806700;15259414671;17208421214;18653224755;18338278469;18819700392;20270352311;19555835712;21042802443;
Germany;DEU;Population density (people per sq. km of land area);EN.POP.DNST;232.1080539;234.1529869;235.7129294;236.5887226;237.2940123;237.8229543;238.0173188;238.1180858;239.861418;..;
Germany;DEU;Population growth (annual %);SP.POP.GROW;0.416877359;0.865702644;0.807218539;0.37372456;0.300526702;0.225519874;0.081693159;0.042327057;0.720875456;-0.620053755;
Germany;DEU;Population, total;SP.POP.TOTL;80982500;81686611;82348669;82657002;82905782;83092962;83160871;83196078;83797985;83280000;
Germany;DEU;Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population);SI.POV.DDAY;0;0;0;0.2;0;0.2;0.2;..;..;..;
Germany;DEU;Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;..;..;..;..;..;16.1;16;14.8;..;..;
Germany;DEU;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;..;..;
Germany;DEU;Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;..;..;0.5;..;..;..;..;..;..;..;
Germany;DEU;Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;99.48845673;102.0928574;99.69753265;97.57306671;98.58837128;99.6325531;98.38349152;100.9737015;97.75842285;..;
Germany;DEU;Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;27.949899;27.95660558;27.85977329;28.00814143;28.38461382;28.66697031;28.57416179;28.62043923;28.29745691;..;
Germany;DEU;School enrollment, primary (% gross);SE.PRM.ENRR;102.6218185;102.7024612;101.4060669;101.7387085;102.6453781;102.5474701;101.9966583;101.34655;100.218132;..;
Germany;DEU;School enrollment, primary and secondary (gross), gender parity index (GPI);SE.ENR.PRSC.FM.ZS;0.965309978;0.966109991;0.963729978;0.957650006;0.960990012;0.965369999;0.970099986;..;..;..;
Germany;DEU;School enrollment, secondary (% gross);SE.SEC.ENRR;103.3038712;102.1924133;100.8523102;101.0956421;100.8373032;101.1525574;101.3078003;101.203537;100.8172989;..;
Germany;DEU;Surface area (sq. km);AG.SRF.TOTL.K2;357380;357410;357580;357580;357580;357580;357590;357590;357600;..;
Germany;DEU;Tax revenue (% of GDP);GC.TAX.TOTL.GD.ZS;11.26046423;11.25749842;11.07921817;11.19990033;11.23766806;11.21438352;10.4109728;11.02250534;11.01086283;..;
Germany;DEU;Terrestrial and marine protected areas (% of total territorial area);ER.PTD.TOTL.ZS;..;..;38.72689503;38.78740347;38.78740347;38.46910538;38.83287543;38.54171536;38.65875663;..;
Germany;DEU;Time required to start a business (days);IC.REG.DURS;14.5;10.5;8;8;8;8;..;..;..;..;
Germany;DEU;Total debt service (% of exports of goods, services and primary income);DT.TDS.DECT.EX.ZS;..;..;..;..;..;..;..;..;..;..;
Germany;DEU;Urban population growth (annual %);SP.URB.GROW;0.429833546;0.878656939;0.838301068;0.421625392;0.366515156;0.308266936;0.181157523;0.159749771;0.854901972;-0.469486568;
India;IND;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;28.806;18.194;14.535;15.166;15.133;14.796;14.423;14.289;14.185;..;
India;IND;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;16.79193451;16.17450811;16.36380056;16.5583314;16.03163069;16.7555683;18.66853766;17.37256153;16.63943104;15.99836213;
